Date,Actual Price,Predictions,Volume,Signal,Stop Loss,Take Profit,Market Return,Strategy Return,Cumulative Market Returns,Cumulative Strategy Returns,Signal Result
2023-12-26,42520.40234375,42532.57122581042,0.6589277991869468,1,42307.80033203125,55276.523046875,-0.025055253200995553,0.025055253200995553,1.4463846108361684,1.279138919167779,0.025055253200995553
2023-12-27,43442.85546875,43425.80877228181,0.4111370676356499,-1,43225.64119140625,56475.712109375,0.021694364920222586,0.021694364920222586,1.4777630063986424,1.3068890256638641,0.021694364920222586
2023-12-28,42627.85546875,42637.97342485483,0.2931743876737824,1,42414.71619140625,55416.212109375,-0.01876027694786908,0.01876027694786908,1.4500397631352884,1.3314066257254489,0.01876027694786908
2023-12-29,42099.40234375,42109.35959196114,0.4495635552309767,1,41888.90533203125,54729.223046875,-0.012396896798793966,-0.012396896798793966,1.4320637698375525,1.3149013151891,-0.012396896798793966
2023-12-30,42156.90234375,42157.48664624652,-0.0696367315154668,0,41946.11783203125,54803.973046875,0.0013658151137276864,0.0013658151137276864,1.4340197041782183,1.3166972272784456,0.0013658151137276864
2023-12-31,42265.1875,42270.487211093845,-0.0496938870600073,0,42053.8615625,54944.74375,0.002568622223877659,0.0,1.437703159059849,1.3166972272784456,0.0
2024-01-01,44167.33203125,44141.02844752572,0.0558234744103929,-1,43946.49537109375,57417.531640625,0.0450049945064126,0.0,1.5024069818351895,1.3166972272784456,0.0
2024-01-02,44957.96875,44950.33096579043,1.1428943672155734,-1,44733.17890625,58445.359375,0.017900939051301412,-0.017900939051301412,1.5293014776472709,1.2931271104639166,-0.017900939051301412
2024-01-03,42848.17578125,42881.46405965975,1.5072071033698218,1,42633.934902343746,55702.628515625,-0.04692812036242189,0.04692812036242189,1.4575342338338102,1.353811135147678,0.04692812036242189
2024-01-04,44179.921875,44164.801502544666,0.6808290573621995,-1,43959.022265625,57433.8984375,0.03108057856532498,0.03108057856532498,1.5028352411001327,1.3958883684962473,0.03108057856532498
2024-01-05,44162.69140625,44162.772153781305,0.7789873475940202,1,43941.87794921875,57411.498828125004,-0.0003900067727314882,0.0003900067727314882,1.502249125177804,1.3964327744139382,0.0003900067727314882
2024-01-06,43989.1953125,43985.975891524315,-0.0655513035254439,0,43769.2493359375,57185.953906250004,-0.003928567037593367,-0.003928567037593367,1.496347438782377,1.3909467946461604,-0.003928567037593367
2024-01-07,43943.09765625,43937.40273874962,0.1028034997355045,-1,43723.382167968746,57126.026953125,-0.0010479313368322307,-0.0,1.4947793694104883,1.3909467946461604,-0.0
2024-01-08,46970.50390625,46926.88472850049,1.3202358919715154,-1,46735.65138671875,61061.655078125004,0.06889378335779228,-0.06889378335779228,1.597760375454352,1.2951192075135922,-0.06889378335779228
2024-01-09,46139.73046875,46142.38835197016,1.1681634919874773,1,45909.03181640625,59981.649609375,-0.017687130611972357,0.017687130611972357,1.5695005790070569,1.3180261500949593,0.017687130611972357
2024-01-10,46627.77734375,46612.62137338666,1.7033372344743705,-1,46394.63845703125,60616.110546875,0.010577584004972662,0.010577584004972662,1.5861021032273572,1.3319676824183395,0.010577584004972662
