Date,Actual Price,Predictions,Volume,SMA20,SMA50,Volatility,Signal,Position,Volume Adjusted Return,Volume Multiplier,Position Size,Adjusted Return,Cumulative Market Returns,Cumulative Strategy Returns,Signal Result
2023-02-08,22939.3984375,22943.795650084758,0.4168784096889874,23082.81064453125,19955.7012890625,0.02361298771413215,1,0.0,-0.0,2.2,0.5,-0.0,1.2030542182848505,1.0529160407551652,-0.0
2023-02-09,21819.0390625,21833.425292653872,0.7912857593320011,23039.9349609375,20055.7313671875,0.020047947849422904,1,1.0,-0.10744791899035602,2.2,0.5,-0.05372395949517801,1.144297094563361,0.9963492220298115,-0.04883996317743455
2023-02-10,21651.18359375,21653.11917818374,0.5056313249552347,22983.612890625,20152.148203125,0.02003458627329531,1,1.0,-0.016924761452243843,2.2,0.5,-0.008462380726121922,1.1354939330379152,0.9879177355768198,-0.007693073387383564
2023-02-11,21870.875,21868.749993980266,-0.0518397442841095,22941.13583984375,20253.626640625,0.020227912679583984,0,1.0,0.02029370868329039,2.0,0.5,0.010146854341645195,1.1470156245822727,0.9979419929412457,0.010146854341645195
2023-02-12,21788.203125,21786.588050533792,0.0243196599670257,22883.8244140625,20352.4355859375,0.02006039864672267,0,0.0,-0.0,2.0,0.5,-0.0,1.1426799072258107,0.9979419929412457,-0.0
2023-02-13,21808.1015625,21807.554530680714,0.3413530530178856,22842.4060546875,20451.757890625,0.019913219520231146,0,0.0,0.0,2.2,0.5,0.0,1.1437234785834849,0.9979419929412457,0.0
2023-02-14,22220.8046875,22218.398875762916,0.4907713983202474,22797.5533203125,20557.777890625,0.019777663181492544,0,0.0,0.0,2.2,0.5,0.0,1.1653676484070028,0.9979419929412457,0.0
2023-02-15,24307.841796875,24278.933866994557,0.7866449621852193,22861.30654296875,20709.59125,0.029121217656297996,0,0.0,0.0,2.2,0.25,0.0,1.2748220791756,0.9979419929412457,0.0
2023-02-16,23623.474609375,23629.712917265766,1.1419267931961092,22888.54384765625,20851.009296875,0.029949483224610978,1,0.0,-0.0,2.2,0.25,-0.0,1.2389305175890641,0.9979419929412457,-0.0
2023-02-17,24565.6015625,24551.207004340977,1.248084025542744,22965.26943359375,21009.4744921875,0.03112613902588904,0,1.0,0.08773812198026368,2.2,0.25,0.02193453049506592,1.2883402616242008,1.0198313820177225,0.03988096453648349
2023-02-18,24641.27734375,24641.106006951683,0.1181336076130905,23008.60498046875,21170.2483203125,0.030390105071578462,0,0.0,0.0,2.0,0.25,0.0,1.2923090696163921,1.0198313820177225,0.0
2023-02-19,24327.642578125,24331.527317275686,0.4264313706357606,23082.98017578125,21325.85125,0.029029474375809813,1,0.0,-0.0,2.2,0.25,-0.0,1.2758605289620253,1.0198313820177225,-0.0
2023-02-20,24829.1484375,24813.505012207163,0.6048831095186156,23167.4734375,21489.9326171875,0.029207725132514722,0,1.0,0.04535223201680401,2.2,0.25,0.011338058004201002,1.3021619483850109,1.031394289381544,0.020614650916729094
