Date,Actual Price,Predictions,Volume,RSI,Signal,Short_MA,Long_MA,Filtered Signal,Position,Strategy Return,Market Return,Cumulative Market Returns,Cumulative Strategy Returns,Signal Result
2023-12-03,39978.390625,39971.10068379622,-0.0823347970652927,67.09588984622995,0,38179.616015625,37030.68658854167,0,0.0,0.0,0.012717964611113297,1.3599149062261031,0.9012340625939442,0.0
2023-12-04,41980.09765625,41949.90816254869,1.169974843964668,73.72169169151043,-1,38605.59765625,37260.61666666667,-1,0.0,0.0,0.05006972516793251,1.4280054718326187,0.9012340625939442,0.0
2023-12-05,44080.6484375,44052.978717410464,0.9857153343605468,91.62968540750987,-1,39233.983203125,37561.659765625,-1,0.0,-0.04761904761904767,0.05003682455553493,1.4994583310910514,0.8583181548513754,-0.05003682455553493
2023-12-06,43746.4453125,43749.81997447294,0.6528400494400722,86.52013225240744,0,39860.715625,37851.962239583336,0,-1.0,0.0,-0.007581629055975703,1.4880899942398267,0.8583181548513754,0.007581629055975703
2023-12-07,43292.6640625,43298.06757198821,0.5346094583907872,83.51500628305912,0,40464.565234375,38113.598958333336,0,0.0,0.0,-0.010372985662227885,1.4726540580654721,0.8583181548513754,-0.0
2023-12-08,44166.6015625,44155.48793092872,0.3674726486673186,84.29247196353347,-1,41098.116796875,38397.309765625,-1,0.0,0.0,0.02018673414826888,1.502382134028009,0.8583181548513754,0.0
2023-12-09,43725.984375,43730.307917753045,0.0007756519767814,80.36519705220891,0,41684.866015625,38631.73841145833,0,-1.0,0.00046793543455825315,-0.009976252913108663,1.4873939898868096,0.858719792330155,0.009976252913108663
2023-12-10,43779.69921875,43775.07322945752,-0.2263127139969616,83.16380115059278,0,42291.561328125,38847.26276041667,0,0.0,0.0,0.0012284421841561866,1.489221167408447,0.858719792330155,0.0
2023-12-11,41243.83203125,41279.59419762106,1.2103490777548285,66.89090767166857,0,42547.06953125,38984.12213541667,0,0.0,0.0,-0.05792335792051162,1.4029604767058454,0.858719792330155,-0.0
2023-12-12,41450.22265625,41453.11045293471,0.3861068764976315,65.81850478516688,0,42744.45859375,39130.64557291667,0,0.0,0.0,0.005004157345118276,1.4099811116802636,0.858719792330155,0.0
2023-12-13,42890.7421875,42870.25675023716,0.4910463385618231,69.57665686204786,0,43035.69375,39343.591796875,0,0.0,0.0,0.03475299863154757,1.4589821833249959,0.858719792330155,0.0
2023-12-14,43023.97265625,43026.62212612547,0.4276492652318491,70.6820821628423,0,43140.08125,39593.13619791667,0,0.0,0.0,0.0031062756659134827,1.4635141841780597,0.858719792330155,0.0
2023-12-15,41929.7578125,41954.66041553975,0.1188622958316066,62.50545617216665,0,42924.9921875,39728.108723958336,0,0.0,0.0,-0.025432678020983368,1.426293099152717,0.858719792330155,-0.0
2023-12-16,42240.1171875,42256.87498132976,-0.1542384506862316,61.071834876024006,0,42774.359375,39930.95364583333,0,0.0,0.0,0.007401888090740938,1.4368503610572414,0.858719792330155,0.0
2023-12-17,41364.6640625,41391.68193471636,-0.0350734343111384,55.392152095987434,0,42581.559375,40089.886328125,0,0.0,0.0,-0.02072563201266564,1.4070707292167033,0.858719792330155,-0.0
2023-12-18,42623.5390625,42613.31854518544,0.4092497970397046,52.65627706130332,0,42427.253125,40291.14752604167,0,0.0,0.0,0.030433584522719714,1.4498929351837646,0.858719792330155,0.0
2023-12-19,42270.52734375,42281.11916390207,0.302476244155671,41.2674141583708,0,42281.707421875,40453.946875,0,0.0,0.0,-0.008282083715112631,1.4378848005166223,0.858719792330155,-0.0
2023-12-20,43652.25,43642.9713836789,0.5467313387733002,49.587286069595535,0,42268.9625,40659.78997395833,0,0.0,0.0,0.032687613405284255,1.484885822997244,0.858719792330155,0.0
2023-12-21,43869.15234375,43866.0039890727,0.2651335319148936,52.57940828865687,0,42531.49453125,40928.30130208333,0,0.0,0.0,0.0049688697318006625,1.4922640272183147,0.858719792330155,0.0
2023-12-22,43997.90234375,43993.79663503068,0.1910827918153497,49.19125013810939,0,42786.2625,41147.15338541667,0,0.0,0.0,0.002934864092908329,1.4966436193289365,0.858719792330155,0.0
2023-12-23,43739.54296875,43734.3568659499,-0.1999362211579292,50.06615644942473,0,42871.142578125,41362.15078125,0,0.0,0.0,-0.005872083923035065,1.487855202393362,0.858719792330155,-0.0
2023-12-24,43016.1171875,43022.80090816958,0.0768063097171037,46.50281078284354,0,42870.35703125,41538.67864583333,0,0.0,0.0,-0.01653939964043194,1.4632469705938824,0.858719792330155,-0.0
2023-12-25,43613.140625,43599.59141171977,0.1956213137188843,63.19472996555473,0,43038.6953125,41732.556901041666,0,0.0,0.0,0.013879063861056418,1.4835554687432522,0.858719792330155,0.0
2023-12-26,42520.40234375,42532.57122581042,0.6589277991869468,55.42435178871389,0,43066.723828125,41900.599609375,0,0.0,0.0,-0.025055253200995553,1.4463846108361684,0.858719792330155,-0.0
2023-12-27,43442.85546875,43425.80877228181,0.4111370676356499,52.95357688711833,0,43274.54296875,42106.88919270833,0,0.0,0.0,0.021694364920222586,1.4777630063986424,0.858719792330155,0.0
2023-12-28,42627.85546875,42637.97342485483,0.2931743876737824,48.02500114909307,0,43274.974609375,42266.781510416666,0,0.0,0.0,-0.01876027694786908,1.4500397631352884,0.858719792330155,-0.0
2023-12-29,42099.40234375,42109.35959196114,0.4495635552309767,50.896401802009336,0,43257.862109375,42408.145182291664,0,0.0,0.0,-0.012396896798793966,1.4320637698375525,0.858719792330155,-0.0
2023-12-30,42156.90234375,42157.48664624652,-0.0696367315154668,49.548220174536354,0,43108.32734375,42556.28372395833,0,0.0,0.0,0.0013658151137276864,1.4340197041782183,0.858719792330155,0.0
2023-12-31,42265.1875,42270.487211093845,-0.0496938870600073,55.33327472608824,0,42947.930859375,42675.498307291666,0,0.0,0.0,0.002568622223877659,1.437703159059849,0.858719792330155,0.0
2024-01-01,44167.33203125,44141.02844752572,0.0558234744103929,58.495664365248366,0,42964.873828125,42831.864973958334,0,0.0,0.0,0.0450049945064126,1.5024069818351895,0.858719792330155,0.0
